word_count,grapheme_count,codepoint_count,src,single_line_width_px,wrapped_line_count,estimated_image_height_px,fits_single_line,pixels_per_grapheme
24,100,147,CulturaX,2706.390625,3,177,False,27.06390625
8,32,48,CulturaX,831.671875,1,91,True,25.98974609375
7,35,46,CulturaX,815.59375,1,91,True,23.302678571428572
24,110,155,CulturaX,2995.59375,4,220,False,27.232670454545456
26,112,163,CulturaX,3033.765625,4,220,False,27.087193080357142
20,83,105,CulturaX,2165.71875,3,177,False,26.092996987951807
10,44,56,CulturaX,1145.0625,2,134,False,26.024147727272727
17,69,103,CulturaX,1902.34375,3,177,False,27.57019927536232
8,35,44,CulturaX,923.84375,1,91,True,26.395535714285714
14,51,67,CulturaX,1314.03125,2,134,False,25.76531862745098
21,119,185,CulturaX,3175.390625,4,220,False,26.683954831932773
33,127,173,CulturaX,3336.203125,4,220,False,26.26931594488189
19,74,108,CulturaX,2038.296875,3,177,False,27.544552364864863
14,54,81,CulturaX,1532.515625,2,134,False,28.37991898148148
14,76,101,CulturaX,1844.015625,2,134,False,24.263363486842106
8,40,56,CulturaX,1110.046875,2,134,False,27.751171875
19,76,110,CulturaX,1966.25,3,177,False,25.87171052631579
19,86,109,CulturaX,2126.0625,3,177,False,24.721656976744185
19,83,122,CulturaX,2205.609375,3,177,False,26.573606927710845
7,32,43,CulturaX,837.375,1,91,True,26.16796875
14,63,90,CulturaX,1760.703125,2,134,False,27.947668650793652
9,45,60,CulturaX,1105.5,2,134,False,24.566666666666666
7,26,37,CulturaX,720.8125,1,91,True,27.723557692307693
13,59,88,CulturaX,1564.84375,2,134,False,26.522775423728813
39,170,250,CulturaX,4370.28125,5,263,False,25.707536764705882
19,75,106,CulturaX,2030.734375,3,177,False,27.076458333333335
26,100,138,CulturaX,2718.921875,3,177,False,27.18921875
7,36,50,CulturaX,948.09375,1,91,True,26.3359375
19,92,129,CulturaX,2435.96875,3,177,False,26.477921195652176
16,104,126,CulturaX,2168.71875,3,177,False,20.853064903846153
10,38,53,CulturaX,1022.234375,2,134,False,26.900904605263158
32,124,172,CulturaX,3290.109375,4,220,False,26.53314012096774
15,65,99,CulturaX,1835.796875,3,177,False,28.243028846153845
17,70,100,CulturaX,1989.125,3,177,False,28.416071428571428
10,58,91,CulturaX,1678.8125,2,134,False,28.945043103448278
25,120,173,CulturaX,3239.671875,4,220,False,26.997265625
8,35,52,CulturaX,925.5625,1,91,True,26.444642857142856
36,165,238,CulturaX,4440.640625,5,263,False,26.912973484848486
14,61,85,CulturaX,1639.90625,2,134,False,26.883709016393443
23,108,149,CulturaX,2844.765625,4,220,False,26.340422453703702
11,51,73,CulturaX,1345.734375,2,134,False,26.386948529411764
21,94,130,CulturaX,2485.65625,3,177,False,26.44315159574468
24,106,146,CulturaX,2818.453125,4,220,False,26.5891804245283
14,67,98,CulturaX,1848.96875,2,134,False,27.596548507462686
8,35,51,CulturaX,923.796875,1,91,True,26.39419642857143
10,47,66,CulturaX,1300.609375,2,134,False,27.67253989361702
11,49,68,CulturaX,1390.8125,2,134,False,28.383928571428573
8,40,56,CulturaX,1014.78125,2,134,False,25.36953125
12,42,56,CulturaX,1090.328125,2,134,False,25.960193452380953
24,102,148,CulturaX,2757.9375,4,220,False,27.03860294117647
33,154,216,CulturaX,4137.359375,5,263,False,26.865969967532468
22,85,108,CulturaX,2034.6875,3,177,False,23.9375
13,53,78,CulturaX,1421.75,2,134,False,26.82547169811321
7,35,47,CulturaX,869.21875,1,91,True,24.834821428571427
15,61,88,CulturaX,1659.65625,2,134,False,27.20747950819672
42,182,244,CulturaX,4791.359375,6,306,False,26.326150412087912
18,82,122,CulturaX,2240.203125,3,177,False,27.31955030487805
13,59,88,CulturaX,1585.953125,2,134,False,26.880561440677965
9,51,73,CulturaX,1257.734375,2,134,False,24.661458333333332
11,49,68,CulturaX,1279.53125,2,134,False,26.112882653061224
11,50,67,CulturaX,1322.5,2,134,False,26.45
19,84,120,CulturaX,2153.25,3,177,False,25.633928571428573
15,58,82,CulturaX,1520.171875,2,134,False,26.209859913793103
9,49,62,CulturaX,1156.171875,2,134,False,23.5953443877551
37,177,250,CulturaX,4619.0625,6,306,False,26.096398305084747
16,59,82,CulturaX,1540.296875,2,134,False,26.106726694915253
9,38,50,CulturaX,1107.453125,2,134,False,29.143503289473685
30,136,197,CulturaX,3568.4375,4,220,False,26.238511029411764
24,105,154,CulturaX,2691.765625,3,177,False,25.635863095238093
15,73,101,CulturaX,1908.109375,2,134,False,26.138484589041095
12,53,79,CulturaX,1497.796875,2,134,False,28.260318396226417
8,35,48,CulturaX,888.71875,1,91,True,25.391964285714284
7,42,65,CulturaX,1144.703125,2,134,False,27.25483630952381
11,53,71,CulturaX,1454.796875,2,134,False,27.448997641509433
32,169,211,CulturaX,4078.171875,5,263,False,24.13119452662722
13,58,74,CulturaX,1457.5625,2,134,False,25.130387931034484
19,89,129,CulturaX,2349.203125,3,177,False,26.39554073033708
32,145,207,CulturaX,3855.515625,5,263,False,26.589762931034482
11,48,64,CulturaX,1253.65625,2,134,False,26.117838541666668
14,56,76,CulturaX,1289.84375,2,134,False,23.032924107142858
16,74,98,CulturaX,1935.921875,3,177,False,26.16110641891892
34,169,250,CulturaX,4445.640625,5,263,False,26.30556582840237
30,124,179,CulturaX,3382.625,4,220,False,27.27923387096774
7,27,45,CulturaX,748.71875,1,91,True,27.730324074074073
11,58,85,CulturaX,1455.0625,2,134,False,25.08728448275862
10,43,62,CulturaX,1208.796875,2,134,False,28.11155523255814
43,180,260,CulturaX,4816.125,6,306,False,26.75625
15,67,106,CulturaX,1864.546875,3,177,False,27.829057835820894
19,90,131,CulturaX,2423.84375,3,177,False,26.931597222222223
8,27,37,CulturaX,726.953125,1,91,True,26.924189814814813
9,39,62,CulturaX,1115.75,2,134,False,28.608974358974358
11,51,68,CulturaX,1207.734375,2,134,False,23.681066176470587
20,92,130,CulturaX,2436.640625,3,177,False,26.48522418478261
13,59,75,CulturaX,1548.953125,2,134,False,26.25344279661017
7,29,44,CulturaX,797.859375,1,91,True,27.51239224137931
9,37,50,CulturaX,1059.09375,2,134,False,28.624155405405407
20,82,121,CulturaX,2398.890625,3,177,False,29.254763719512194
14,59,82,CulturaX,1546.65625,2,134,False,26.21451271186441
12,59,84,CulturaX,1648.859375,2,134,False,27.94676906779661
28,124,172,CulturaX,3257.5625,4,220,False,26.270665322580644
8,37,48,CulturaX,1007.484375,2,134,False,27.22930743243243
20,92,132,CulturaX,2204.34375,3,177,False,23.960258152173914
17,83,124,CulturaX,2243.9375,3,177,False,27.03539156626506
11,49,73,CulturaX,1283.828125,2,134,False,26.200573979591837
16,71,103,CulturaX,1867.5,2,134,False,26.302816901408452
7,28,42,CulturaX,707.9375,1,91,True,25.283482142857142
8,32,41,CulturaX,721.5,1,91,True,22.546875
31,125,170,CulturaX,3356.234375,4,220,False,26.849875
9,46,73,CulturaX,1352.21875,2,134,False,29.396059782608695
16,67,88,CulturaX,1759.140625,2,134,False,26.255830223880597
10,51,75,CulturaX,1491.9375,2,134,False,29.253676470588236
16,69,96,CulturaX,1884.234375,2,134,False,27.30774456521739
19,72,107,CulturaX,1933.390625,3,177,False,26.852647569444443
7,30,46,CulturaX,823.09375,1,91,True,27.436458333333334
13,49,68,CulturaX,1284.5625,2,134,False,26.215561224489797
12,53,76,CulturaX,1420.5,2,134,False,26.80188679245283
19,82,124,CulturaX,2352.859375,3,177,False,28.693407012195124
19,72,95,CulturaX,1793.25,2,134,False,24.90625
19,84,114,CulturaX,2017.09375,3,177,False,24.013020833333332
38,181,261,CulturaX,4748.21875,6,306,False,26.23325276243094
8,33,42,CulturaX,887.015625,1,91,True,26.879261363636363
15,62,82,CulturaX,1592.78125,2,134,False,25.690020161290324
8,34,43,CulturaX,920.640625,1,91,True,27.07766544117647
9,41,57,CulturaX,1032.09375,2,134,False,25.173018292682926
22,89,119,CulturaX,2360.375,3,177,False,26.521067415730336
10,53,68,CulturaX,1440.515625,2,134,False,27.17954009433962
13,59,88,CulturaX,1604.3125,2,134,False,27.19173728813559
44,195,271,CulturaX,5105.6875,6,306,False,26.183012820512822
10,49,66,CulturaX,1207.546875,2,134,False,24.643813775510203
25,99,143,CulturaX,2778.328125,4,220,False,28.063920454545453
13,60,85,CulturaX,1458.921875,2,134,False,24.315364583333334
19,86,124,CulturaX,2309.3125,3,177,False,26.85247093023256
12,53,61,CulturaX,1224.015625,2,134,False,23.094634433962263
7,22,33,CulturaX,612.5,1,91,True,27.84090909090909
30,120,167,CulturaX,3112.265625,4,220,False,25.935546875
7,25,35,CulturaX,715.140625,1,91,True,28.605625
9,37,52,CulturaX,981.453125,2,134,False,26.525760135135137
26,117,175,CulturaX,3009.078125,4,220,False,25.71861645299145
22,89,126,CulturaX,2449.40625,3,177,False,27.521418539325843
16,69,94,CulturaX,1730.0625,2,134,False,25.07336956521739
14,60,85,CulturaX,1638.328125,2,134,False,27.30546875
23,92,122,CulturaX,2377.09375,3,177,False,25.83797554347826
19,77,101,CulturaX,1975.3125,3,177,False,25.65340909090909
14,77,111,CulturaX,2127.046875,3,177,False,27.62398538961039
15,62,82,CulturaX,1675.328125,2,134,False,27.02142137096774
10,36,48,CulturaX,934.296875,1,91,True,25.95269097222222
25,107,157,CulturaX,2908.828125,4,220,False,27.185309579439252
9,40,53,CulturaX,1054.609375,2,134,False,26.365234375
9,36,53,CulturaX,1040.5625,2,134,False,28.90451388888889
14,60,82,CulturaX,1563.71875,2,134,False,26.061979166666667
8,34,51,CulturaX,930.515625,1,91,True,27.368106617647058
13,47,66,CulturaX,1173.90625,2,134,False,24.976728723404257
18,72,89,CulturaX,1802.375,2,134,False,25.03298611111111
22,110,163,CulturaX,2888.921875,4,220,False,26.262926136363635
7,24,32,CulturaX,559.5625,1,91,True,23.315104166666668
22,95,134,CulturaX,2474.09375,3,177,False,26.04309210526316
25,118,146,CulturaX,2734.78125,3,177,False,23.17611228813559
9,39,49,CulturaX,970.0625,2,134,False,24.873397435897434
11,59,77,CulturaX,1581.078125,2,134,False,26.7979343220339
15,55,76,CulturaX,1501.734375,2,134,False,27.304261363636364
14,65,87,CulturaX,1742.609375,2,134,False,26.809375
10,38,55,CulturaX,944.859375,1,91,True,24.864720394736842
11,46,66,CulturaX,1175.6875,2,134,False,25.558423913043477
12,57,81,CulturaX,1503.0625,2,134,False,26.36951754385965
8,39,54,CulturaX,1058.078125,2,134,False,27.130208333333332
8,42,61,CulturaX,1049.328125,2,134,False,24.984002976190474
14,66,80,CulturaX,1571.421875,2,134,False,23.809422348484848
21,94,132,CulturaX,2414.84375,3,177,False,25.689827127659573
7,32,48,CulturaX,891.59375,1,91,True,27.8623046875
38,169,232,CulturaX,4460.46875,6,306,False,26.393306213017752
8,33,46,CulturaX,915.671875,1,91,True,27.747632575757574
18,96,132,CulturaX,2595.546875,3,177,False,27.036946614583332
47,229,335,CulturaX,6115.21875,7,349,False,26.704012008733624
11,62,86,CulturaX,1542.78125,2,134,False,24.883568548387096
12,53,77,CulturaX,1431.453125,2,134,False,27.008549528301888
8,45,65,CulturaX,1322.15625,2,134,False,29.38125
22,99,143,CulturaX,2639.203125,3,177,False,26.658617424242426
24,148,176,CulturaX,2922.609375,4,220,False,19.74736064189189
48,223,314,CulturaX,5822.78125,7,349,False,26.11112668161435
14,50,69,CulturaX,1293.15625,2,134,False,25.863125
40,154,204,CulturaX,4003.375,5,263,False,25.995941558441558
8,34,54,CulturaX,1035.359375,2,134,False,30.451746323529413
22,92,131,CulturaX,2573.34375,3,177,False,27.971127717391305
30,139,208,CulturaX,3860.671875,5,263,False,27.774617805755394
10,48,66,CulturaX,1251.6875,2,134,False,26.076822916666668
34,176,260,CulturaX,4739.203125,6,306,False,26.927290482954547
26,154,184,CulturaX,3581.421875,4,220,False,23.2559862012987
8,33,46,CulturaX,873.78125,1,91,True,26.478219696969695
10,48,63,CulturaX,1113.0625,2,134,False,23.188802083333332
9,52,78,CulturaX,1384.453125,2,134,False,26.624098557692307
11,36,50,CulturaX,899.1875,1,91,True,24.977430555555557
25,124,185,CulturaX,3441.53125,4,220,False,27.754284274193548
8,33,47,CulturaX,955.875,1,91,True,28.96590909090909
22,114,168,CulturaX,2990.265625,4,220,False,26.230400219298247
24,99,143,CulturaX,2675.8125,3,177,False,27.02840909090909
16,66,85,CulturaX,1711.421875,2,134,False,25.93063446969697
11,49,68,CulturaX,1316.53125,2,134,False,26.867984693877553
33,160,225,CulturaX,4344.0,5,263,False,27.15
10,43,65,CulturaX,1294.609375,2,134,False,30.10719476744186
7,36,53,CulturaX,999.34375,2,134,False,27.75954861111111
12,51,70,CulturaX,1355.0,2,134,False,26.568627450980394
11,58,93,CulturaX,1553.859375,2,134,False,26.790678879310345
21,98,141,CulturaX,2659.625,3,177,False,27.1390306122449
14,51,70,CulturaX,1365.21875,2,134,False,26.768995098039216
11,49,68,CulturaX,1276.96875,2,134,False,26.060586734693878
8,38,56,CulturaX,956.03125,1,91,True,25.158717105263158
17,85,126,CulturaX,2307.734375,3,177,False,27.149816176470587
19,79,115,CulturaX,2122.8125,3,177,False,26.87104430379747
17,64,87,CulturaX,1689.703125,2,134,False,26.401611328125
19,89,128,CulturaX,2441.0625,3,177,False,27.427668539325843
34,141,195,CulturaX,3789.15625,5,263,False,26.873448581560282
79,384,556,CulturaX,10198.765625,12,564,False,26.559285481770832
22,106,144,CulturaX,2839.78125,4,220,False,26.790389150943398
10,53,71,CulturaX,1281.0625,2,134,False,24.170990566037737
22,102,143,CulturaX,2687.28125,3,177,False,26.34589460784314
22,106,147,CulturaX,2952.46875,4,220,False,27.853478773584907
33,148,218,CulturaX,3926.609375,5,263,False,26.531144425675677
11,63,73,CulturaX,1366.1875,2,134,False,21.685515873015873
18,78,110,CulturaX,2119.796875,3,177,False,27.176883012820515
10,46,64,CulturaX,1290.96875,2,134,False,28.06453804347826
17,67,89,CulturaX,1773.3125,2,134,False,26.467350746268657
9,40,52,CulturaX,1043.078125,2,134,False,26.076953125
11,46,61,CulturaX,1171.828125,2,134,False,25.47452445652174
15,67,96,CulturaX,1918.09375,3,177,False,28.628264925373134
27,100,136,CulturaX,2652.171875,3,177,False,26.52171875
12,50,73,CulturaX,1358.21875,2,134,False,27.164375
22,110,165,CulturaX,3039.984375,4,220,False,27.63622159090909
44,180,249,CulturaX,4650.1875,6,306,False,25.834375
15,68,98,CulturaX,1924.265625,3,177,False,28.298023897058822
9,51,70,CulturaX,1339.84375,2,134,False,26.27144607843137
23,102,145,CulturaX,2717.59375,3,177,False,26.643075980392158
28,151,222,CulturaX,4187.59375,5,263,False,27.732408940397352
16,64,83,CulturaX,1673.234375,2,134,False,26.144287109375
28,108,151,CulturaX,2953.265625,4,220,False,27.345052083333332
11,43,65,CulturaX,1205.578125,2,134,False,28.036700581395348
9,42,60,CulturaX,1100.734375,2,134,False,26.20796130952381
27,123,171,CulturaX,3334.40625,4,220,False,27.108993902439025
13,58,81,CulturaX,1559.25,2,134,False,26.88362068965517
22,105,148,CulturaX,2871.46875,4,220,False,27.34732142857143
16,67,94,CulturaX,1841.734375,2,134,False,27.48857276119403
9,42,59,CulturaX,1151.859375,2,134,False,27.425223214285715
7,27,37,CulturaX,673.828125,1,91,True,24.95659722222222
9,44,52,CulturaX,936.65625,1,91,True,21.287642045454547
11,45,67,CulturaX,1276.46875,2,134,False,28.365972222222222
27,111,156,CulturaX,2994.734375,4,220,False,26.979588963963963
22,92,125,CulturaX,2439.3125,3,177,False,26.514266304347824
16,68,98,CulturaX,1829.15625,3,177,False,26.899356617647058
18,93,127,CulturaX,2491.625,3,177,False,26.791666666666668
18,71,97,CulturaX,1911.421875,3,177,False,26.921434859154928
10,52,76,CulturaX,1439.40625,2,134,False,27.680889423076923
9,37,54,CulturaX,1019.484375,2,134,False,27.553631756756758
15,67,101,CulturaX,1848.1875,3,177,False,27.58488805970149
23,112,157,CulturaX,2768.8125,3,177,False,24.721540178571427
7,28,38,CulturaX,778.578125,1,91,True,27.806361607142858
37,170,235,CulturaX,4470.734375,5,263,False,26.2984375
13,53,76,CulturaX,1365.109375,2,134,False,25.75678066037736
13,53,70,CulturaX,1385.359375,2,134,False,26.13885613207547
19,98,121,CulturaX,2314.5,3,177,False,23.617346938775512
7,43,60,CulturaX,1081.625,2,134,False,25.15406976744186
22,100,143,CulturaX,2580.84375,3,177,False,25.8084375
10,41,56,CulturaX,1166.46875,2,134,False,28.45045731707317
11,52,79,CulturaX,1501.546875,2,134,False,28.875901442307693
10,38,53,CulturaX,999.484375,2,134,False,26.302220394736842
9,34,50,CulturaX,958.765625,1,91,True,28.198988970588236
35,160,234,CulturaX,4214.265625,5,263,False,26.33916015625
10,51,74,CulturaX,1291.78125,2,134,False,25.329044117647058
11,49,70,CulturaX,1240.96875,2,134,False,25.325892857142858
22,98,139,CulturaX,2529.859375,3,177,False,25.814891581632654
27,105,155,CulturaX,2937.484375,4,220,False,27.976041666666667
11,68,97,CulturaX,1865.734375,3,177,False,27.437270220588236
9,41,63,CulturaX,1006.359375,2,134,False,24.5453506097561
9,35,49,CulturaX,932.625,1,91,True,26.646428571428572
36,179,243,CulturaX,4928.453125,6,306,False,27.533257681564248
21,85,118,CulturaX,2353.609375,3,177,False,27.68952205882353
10,36,46,CulturaX,931.953125,1,91,True,25.887586805555557
20,88,137,CulturaX,2399.3125,3,177,False,27.264914772727273
23,117,157,CulturaX,2807.78125,4,220,False,23.99813034188034
8,35,51,CulturaX,976.796875,2,134,False,27.908482142857142
15,75,114,CulturaX,2080.953125,3,177,False,27.746041666666667
42,177,249,CulturaX,4680.40625,6,306,False,26.442973163841806
29,120,169,CulturaX,3031.109375,4,220,False,25.259244791666667
10,66,94,CulturaX,1640.59375,2,134,False,24.857481060606062
15,72,112,CulturaX,2024.34375,3,177,False,28.115885416666668
18,77,112,CulturaX,2094.546875,3,177,False,27.201907467532468
29,114,153,CulturaX,2970.40625,4,220,False,26.056195175438596
51,235,326,CulturaX,6371.421875,8,392,False,27.112433510638297
32,147,200,CulturaX,3803.0625,5,263,False,25.871173469387756
8,27,36,CulturaX,730.203125,1,91,True,27.044560185185187
34,172,235,CulturaX,4194.578125,5,263,False,24.387082122093023
9,43,61,CulturaX,1340.4375,2,134,False,31.17296511627907
13,60,83,CulturaX,1730.09375,2,134,False,28.834895833333334
11,39,52,CulturaX,1043.28125,2,134,False,26.75080128205128
16,64,87,CulturaX,1765.03125,2,134,False,27.57861328125
27,124,177,CulturaX,3415.234375,4,220,False,27.542212701612904
10,38,50,CulturaX,965.03125,2,134,False,25.395559210526315
35,157,230,CulturaX,4216.453125,5,263,False,26.856389331210192
10,51,74,CulturaX,1358.515625,2,134,False,26.637561274509803
8,29,39,CulturaX,756.921875,1,91,True,26.10075431034483
31,144,203,CulturaX,3822.328125,5,263,False,26.5439453125
39,176,236,CulturaX,4474.578125,5,263,False,25.42373934659091
8,33,45,CulturaX,969.046875,2,134,False,29.365056818181817
8,30,39,CulturaX,771.5625,1,91,True,25.71875
15,62,88,CulturaX,1688.75,2,134,False,27.237903225806452
14,72,106,CulturaX,1909.53125,3,177,False,26.52126736111111
22,92,126,CulturaX,2385.828125,3,177,False,25.932914402173914
24,123,168,CulturaX,3213.390625,4,220,False,26.125127032520325
24,132,180,CulturaX,3573.375,4,220,False,27.071022727272727
14,55,79,CulturaX,1379.828125,2,134,False,25.08778409090909
13,50,73,CulturaX,1391.65625,2,134,False,27.833125
7,31,46,CulturaX,924.421875,1,91,True,29.820060483870968
11,55,69,CulturaX,1273.484375,2,134,False,23.154261363636362
11,45,64,CulturaX,1286.265625,2,134,False,28.583680555555556
7,28,37,CulturaX,755.21875,1,91,True,26.972098214285715
7,30,43,CulturaX,884.890625,1,91,True,29.496354166666666
9,43,60,CulturaX,1135.015625,2,134,False,26.395712209302324
11,43,57,CulturaX,1064.0625,2,134,False,24.745639534883722
21,101,144,CulturaX,2626.3125,3,177,False,26.003094059405942
16,78,107,CulturaX,2177.3125,3,177,False,27.91426282051282
17,68,99,CulturaX,1825.296875,2,134,False,26.842601102941178
10,50,73,CulturaX,1330.140625,2,134,False,26.6028125
11,53,80,CulturaX,1474.734375,2,134,False,27.825176886792452
11,55,80,CulturaX,1505.1875,2,134,False,27.367045454545455
10,39,58,CulturaX,1095.625,2,134,False,28.09294871794872
9,40,61,CulturaX,1157.5625,2,134,False,28.9390625
14,56,81,CulturaX,1618.0625,2,134,False,28.893973214285715
11,50,69,CulturaX,1260.078125,2,134,False,25.2015625
33,144,197,CulturaX,3813.5,5,263,False,26.48263888888889
16,78,105,CulturaX,2116.921875,3,177,False,27.14002403846154
13,56,77,CulturaX,1507.15625,2,134,False,26.913504464285715
14,65,86,CulturaX,1734.875,2,134,False,26.690384615384616
8,38,58,CulturaX,1068.046875,2,134,False,28.106496710526315
33,159,234,CulturaX,4159.328125,5,263,False,26.1592963836478
12,45,62,CulturaX,1173.546875,2,134,False,26.078819444444445
7,25,35,CulturaX,695.953125,1,91,True,27.838125
23,104,144,CulturaX,2442.765625,3,177,False,23.488131009615383
7,37,56,CulturaX,1054.4375,2,134,False,28.49831081081081
9,48,59,CulturaX,1040.4375,2,134,False,21.67578125
21,95,130,CulturaX,2462.359375,3,177,False,25.919572368421054
15,70,104,CulturaX,1758.28125,3,177,False,25.118303571428573
29,146,181,CulturaX,3529.0625,4,220,False,24.17166095890411
13,53,77,CulturaX,1404.40625,2,134,False,26.49823113207547
12,43,66,CulturaX,1225.46875,2,134,False,28.499273255813954
13,53,75,CulturaX,1439.875,2,134,False,27.16745283018868
11,42,59,CulturaX,1172.453125,2,134,False,27.915550595238095
9,34,51,CulturaX,947.84375,1,91,True,27.877757352941178
48,179,259,CulturaX,4850.921875,6,306,False,27.10012220670391
17,72,97,CulturaX,1942.65625,3,177,False,26.981336805555557
14,46,56,CulturaX,1086.953125,2,134,False,23.629415760869566
14,64,89,CulturaX,1590.828125,2,134,False,24.856689453125
7,21,25,CulturaX,520.546875,1,91,True,24.787946428571427
15,69,97,CulturaX,1872.359375,2,134,False,27.135643115942027
29,128,167,CulturaX,3296.796875,4,220,False,25.7562255859375
17,67,92,CulturaX,1773.359375,2,134,False,26.46805037313433
10,41,59,CulturaX,1100.640625,2,134,False,26.844893292682926
19,77,107,CulturaX,1951.265625,3,177,False,25.34111201298701
13,66,90,CulturaX,1661.03125,2,134,False,25.167140151515152
17,70,96,CulturaX,1931.796875,3,177,False,27.597098214285715
11,52,73,CulturaX,1350.484375,2,134,False,25.970853365384617
10,49,66,CulturaX,1270.90625,2,134,False,25.93686224489796
51,211,286,CulturaX,5400.96875,6,306,False,25.59700829383886
11,40,54,CulturaX,1043.96875,2,134,False,26.09921875
10,40,57,CulturaX,1036.78125,2,134,False,25.91953125
26,140,207,CulturaX,3666.828125,5,263,False,26.191629464285715
9,43,62,CulturaX,1202.046875,2,134,False,27.954578488372093
24,100,136,CulturaX,2677.671875,3,177,False,26.77671875
9,34,48,CulturaX,848.328125,1,91,True,24.95082720588235
10,38,53,CulturaX,988.046875,2,134,False,26.00123355263158
16,75,123,CulturaX,2029.734375,3,177,False,27.063125
13,54,68,CulturaX,1290.03125,2,134,False,23.88946759259259
36,173,252,CulturaX,4738.59375,6,306,False,27.390715317919074
28,131,192,CulturaX,3501.0625,4,220,False,26.7256679389313
12,58,75,CulturaX,1411.96875,2,134,False,24.34428879310345
63,303,428,CulturaX,8150.015625,10,478,False,26.897741336633665
19,80,119,CulturaX,2051.703125,3,177,False,25.6462890625
8,45,60,CulturaX,1085.78125,2,134,False,24.12847222222222
32,145,203,CulturaX,3819.453125,5,263,False,26.341056034482758
21,102,160,CulturaX,2862.625,3,177,False,28.064950980392158
54,241,347,CulturaX,6184.828125,7,349,False,25.663187240663902
7,34,47,CulturaX,911.171875,1,91,True,26.79917279411765
24,114,165,CulturaX,3013.109375,4,220,False,26.43078399122807
20,79,108,CulturaX,2007.859375,3,177,False,25.415941455696203
53,232,331,CulturaX,6311.9375,7,349,False,27.206627155172413
11,44,61,CulturaX,1194.78125,2,134,False,27.154119318181817
27,124,177,CulturaX,3061.59375,4,220,False,24.690272177419356
24,111,160,CulturaX,2963.890625,4,220,False,26.70171734234234
16,77,113,CulturaX,2043.5625,3,177,False,26.539772727272727
8,32,42,CulturaX,796.625,1,91,True,24.89453125
30,136,186,CulturaX,3586.515625,4,220,False,26.37143841911765
14,67,100,CulturaX,1802.453125,2,134,False,26.902285447761194
13,67,93,CulturaX,1876.453125,2,134,False,28.00676305970149
16,68,98,CulturaX,1749.828125,2,134,False,25.73276654411765
8,33,47,CulturaX,901.59375,1,91,True,27.321022727272727
14,57,75,CulturaX,1508.734375,2,134,False,26.469024122807017
12,49,66,CulturaX,1298.90625,2,134,False,26.508290816326532
10,48,69,CulturaX,1281.234375,2,134,False,26.6923828125
10,43,61,CulturaX,1152.578125,2,134,False,26.804142441860463
28,114,160,CulturaX,3151.28125,4,220,False,27.64281798245614
51,208,283,CulturaX,5904.265625,7,349,False,28.385892427884617
7,45,55,CulturaX,1072.6875,2,134,False,23.8375
14,67,92,CulturaX,1957.390625,3,177,False,29.214785447761194
12,64,91,CulturaX,1670.234375,2,134,False,26.097412109375
20,94,131,CulturaX,2473.734375,3,177,False,26.31632313829787
7,37,57,CulturaX,1055.078125,2,134,False,28.515625
14,57,81,CulturaX,1543.984375,2,134,False,27.087445175438596
36,151,228,CulturaX,3876.171875,5,263,False,25.670012417218544
8,29,44,CulturaX,804.078125,1,91,True,27.726831896551722
20,100,146,CulturaX,2792.71875,4,220,False,27.9271875
8,37,54,CulturaX,991.640625,2,134,False,26.801097972972972
10,50,76,CulturaX,1447.265625,2,134,False,28.9453125
17,72,100,CulturaX,1910.859375,3,177,False,26.539713541666668
7,35,52,CulturaX,963.0,2,134,False,27.514285714285716
9,42,56,CulturaX,1139.0625,2,134,False,27.120535714285715
9,52,80,CulturaX,1470.671875,2,134,False,28.282151442307693
14,52,71,CulturaX,1414.75,2,134,False,27.20673076923077
8,38,51,CulturaX,941.953125,1,91,True,24.78824013157895
10,39,55,CulturaX,1062.90625,2,134,False,27.25400641025641
33,129,168,CulturaX,3429.203125,4,220,False,26.58296996124031
16,62,86,CulturaX,1607.765625,2,134,False,25.93170362903226
20,100,139,CulturaX,2772.359375,4,220,False,27.72359375
18,76,103,CulturaX,1973.546875,3,177,False,25.967722039473685
8,44,61,CulturaX,1056.953125,2,134,False,24.021661931818183
26,118,173,CulturaX,3277.453125,4,220,False,27.775026483050848
11,44,61,CulturaX,1122.0625,2,134,False,25.501420454545453
35,164,238,CulturaX,4305.953125,5,263,False,26.255811737804876
45,157,194,CulturaX,3759.703125,4,220,False,23.947153662420384
10,40,59,CulturaX,1103.140625,2,134,False,27.578515625
28,106,146,CulturaX,2919.8125,4,220,False,27.545400943396228
42,196,294,CulturaX,5477.640625,6,306,False,27.947146045918366
12,58,88,CulturaX,1524.375,2,134,False,26.282327586206897
40,191,273,CulturaX,5288.953125,7,349,False,27.690854057591622
10,42,56,CulturaX,1085.671875,2,134,False,25.849330357142858
35,147,185,CulturaX,3469.09375,4,220,False,23.599277210884352
28,151,206,CulturaX,4024.671875,5,263,False,26.653456125827816
25,115,150,CulturaX,2878.21875,4,220,False,25.027989130434783
7,36,52,CulturaX,1032.71875,2,134,False,28.686631944444443
11,49,68,CulturaX,1356.375,2,134,False,27.681122448979593
13,55,79,CulturaX,1445.359375,2,134,False,26.279261363636362
9,44,62,CulturaX,1155.953125,2,134,False,26.271661931818183
25,103,129,CulturaX,2555.328125,3,177,False,24.809010922330096
7,30,40,CulturaX,798.265625,1,91,True,26.608854166666667
17,78,113,CulturaX,2077.9375,3,177,False,26.640224358974358
7,32,46,CulturaX,885.25,1,91,True,27.6640625
